comment,toxic
"Всё правильно сказал. Меня и чатик не ебал до тех пор, пока я мог его проскроллить и найти содержательные посты. А теперь хуй.",0.0
Может он донаты на похороны бабке собирает?,0.0
Шлюха. Это парад шлюх.,1.0
Че за бригада и че за махоун? Из полицейской академии?,0.0
"Нихуя, забытый. Он недавно лям собрал",0.0
"кто-то запускает ракеты этим он вертит на хую роскосмос слышите Ебать вас промывают, пиздец просто.",1.0
"Тебе пруфают что жизнь ухудшилась в укархе поддерживаемой всем миром , а не в России.",1.0
"23:20 пришёл со смены Сосницкий, плез.",0.0
По идее это позор но поцреоты будут надрывно гордиться.,1.0
Что. ты. несёшь. дегенерат?,1.0
"Как известно, у Укр ины (т.е. окр ины), слепленной по пьяни на коленке во 2-м десятилетии XX в., нет истории до XX столетия. Все земли, которые сейчас занимает Укр ина, это русские, румынские, польские и венгерские земли. Напоминаем, что укр инство это сугубо левацкая, антиконсервативная местечково-хуторская идеология, направленная, как и прочие левацкие идеи, на разделение больших наций и поддержание диктата интернацистов. Сторонники бандеровцев (леваков, выступавших за бесклассовое общество и борьбу с капитализмом) и карлика-душителя котов Степана Бандеры, который, как известно, боролся с расизмом, поддерживал Идель-Урал и называл побратимами исламских борцов за свободу из Азербайджана, не пользуются симпатиями у правых европейцев. И это правильно. Попытки заявить о некой отдельной нации неких украинцев это манипуляции, созданные с целью оторвать от русских часть их этнических земель и ослабить в будущем Россию. Только так, чудовищной ложью и тотальной пропагандой, фейковая нация укр инцев , слепленная советскими кукловодами из русских Юга и Киевщины, галичан, поляков, советских румын, славянизированных гуцулов, закарпатских венгров, евреев, татар и многонациональных советских новиопов (а ля Бабченко), может обрести жизнь на русских этнических землях. Разумеется, нет никакого народа укр инцев , как бы одно соседнее failed state ни пыталось их вывести из русских путём обмана, коверканья истории и откровенной фальсификации. Нынешний эксперимент по созданию некой украинской нации можно сравнить разве что с советским экспериментом по созданию нации советской на основании таких же мифов, фейков и откровенного бреда. И маниакальное желание снести все памятники выродку Ленину (Бланку) вас не должно обнадёживать. На смену ему устанавливают памятники такого же левацкого дегенерата-кошкодава Бандеры, чьи руки по локоть в славянской (прежде всего, польской) крови. Заместо совковой лжи про Великую революцию Октября пришла точно такая же наглая ложь про Великую революц ю Г дност абстрагируйтесь от фигуры блогера и посмотрите видео Чем в итоге завершился советский эксперимент, мы все знаем. Ждём закономерного итога эксперимента эльфийского (простите, укр инского ). Разумеется, зомбированные люди будут цепляться до последнего за свои мифы про отельный народ и чужих московитов , но всё это наваждение рано или поздно сгинет, как сгинул Совок со своей мощной идеологией, мифами и фейками.",1.0
"90 не будет этим заниматься. Хохлов отрезают от базы знаний, блокировки, запрет физической литературы, издателй, всё это совмещено с запретом русского ирл, и это прекрасно. Ибо хохлам ничего взамен не предлагают, тк никто в салоине не занимается укромовным книгоизданием всерьез, а читать литературу на английском там могут в единицы.",1.0
"Ему похуй, Путин приемник ЕНБ, лично им рекомендованный вассал США. Как только запахнет жареным, США эвакуируют его и всю верхушку. Сейчас они готовят почву для безбедной жизни своей и своих детей за границей ресурсодобывающего лагеря РФ . Все что крутят по телеку про типо противостояние пыни и запада , все это ширма, чтобы мы в шахтах ебашили под страхом войны.
",1.0
"ты долбоеб чтоле, под кроватью куколдов ищи
",1.0
"Чего будет, лол? Эти страны.уа 4 года хрукали впустую, а движуха началась перед выборами и от других журналистов, а потом удивляются уровню говна, потому что власть имущие чувствуют безнаказанность и охуевают ещё больше. Ок, в 2015 ситуация была накалённая, но в 2017 и в 2018 уже нет, а движа не было. Мэйби, не стоит терпеть беспредел, чтоб потом устраивать майданы и ввергать страну в ещё больший беспредел, что однако устраивает все эти страны.уа и шариёв с навальными, они же паразиты, живут на этом беспределе, будет порядок не понадобятся нахрюки со стороны якобы недовольных, проживающих за бугром на иностранные гранды, патриотов
",0.0
"ну он даже концерты проводит на нихуя человек, но контент был топовый
",0.0
"ХОХОЛ, ПОКАЙСЯ ПЕРЕД ВЯЧЕСЛАВОМ ВИКТОРОВИЧЕМ ЗА КРЫМ, ПОКА НЕ ПОЗДНО
",1.0
"Блять, как ты доебал, мы уж поняли, что ты люто хейтишь нестеренко, настолько, что готов высирать целые простыни, даже не особо разбираясь в вопросе. Ну не является для нестерова ютуб основным занятием, как для какого-нибудь хованского. Есл бы ты следил за этой аутичной тусовочкой, знал бы что нестеров айтишник на удаленке.
",1.0
"я хуесошу жидов кого ты там хуесосишь? ты стрелки на хохлов переводишь, перекрываешь тему... пидорилло
",1.0
"Я ебал вас и вашу гугло капчу, пидоры
",1.0
"НЕЖНЕЙШЕ ВКУСНЕЙШЕ СОЧНАЯ ЧТОБЫ НЕ ПРИГОРЕЛО ОЛИВЫЧ ПАРУ ЩЕПОТОК СОЛИ ТИМЬЯН И РОЗМАРИН МОЙ НОЖЕВОЙ СПОНСОР ЧЕСНОЧОК
",1.0
"Вот яндекс капча норм
",0.0
"тебе платят хорошо? сколько стоит твоя совесть и самоуважение, шлюха??
",1.0
"рря соловей достоин нет, пропагондон, пилит бабки налогоплательщиков, монополия тв а у вас негров линчуют а у вас фанаты малолетние долбоёбы но вообще я аполитичен, но соловьёв молодец и деньги ему платят напрямую рекламодатели
",1.0
"граждане России Хохлы какие-нибудь.
",1.0
"Пиздец он поехавший. Сейчас кусок Голландии евреям отдал, да ещё и высоты, там и так с холмами напряженка. А дальше что? Французские или немецкие?
",1.0
"Shining фрагменты сцен я в 3D даже видал в кинце (очень визуально охуенном кстати, сплошной eye candy) Ready Player One
",0.0
"только зумерки долбоебы
",1.0
"Сегодня в Волгоградском областном суде состоялось рассмотрение апелляционной жалобы адвоката 34-летнего маршрутчика. Мужчина подозревается в тяжком преступлении изнасиловании 13-летней школьницы. В начале февраля сразу же после задержания районный суд заключил подозреваемого под стражу. Однако выяснилось, что насильник - уроженец Азербайджана плохо владеет русским языком, и ему было необходимо предоставить переводчика. Сегодня именно этот аргумент стал основным доводом защиты во время рассмотрения апелляционной жалобы. Естественно, судья не мог пойти на нарушение закона и отклонить жалобу адвоката, а поскольку отсутствие переводчика является серьезным процессуальным нарушением, то арест был отменен. Эту информацию корреспонденту издания НовостиВолгограда.ру подтвердили в пресс-службе Волгоградского областного суда. Возник настоящий юридический казус, поскольку для нового ходатайства следствия об аресте нужно время, и рассмотрено оно будет только в рамках следующего заседания. Таким образом подозреваемый в тяжком преступлении, который к тому же является приезжим, оказался на свободе. По неофициальной информации, он уже отпущен из-под стражи. Остается надеяться, что правоохранители не допустят, чтобы насильник 13-летней школьницы из Городище скрылся и не ответил за свой мерзкое злодеяние.
",0.0
"регулярно игнорировались После чего орда приходила и давала пизды русские разоряли Пираты, а не русские, они и русские города разоряли
",1.0
"Какой-то куколдский чемпионал. Русян русню отхлестала по защекам
",1.0
"Т.е. если объяснять общепринятую гипотезу используя мат, то гипотеза говно? одет в дорогой костюм Не понял зачем тут это. Дорогой костюм говорит только о наличии денег. Деньгами владеют не только умные люди. когда это бывает уместно. А как понять, когда уместно, а когда нет? Кто определяет какое количество уместно? А у Ларина как раз-таки лексика на уровне обычного подпиваса, сдобренная умными словами Согласен, но тут проблема в самом Ларине, потому что в его случае это попытка выебнуться. Убери мат из его речи и ничего не поменяется, умнее он не станет от этого. Особенно доставляет, когда они их употребляет в неверном контексте Так проблема в мате или в том, что Ларин не понимает куда и какие слова нужно вставить, чтобы все оценили?
",0.0
"НУ И КАКАЯ МРАЗЬ КИДАЕТ ССЫЛКИ? ОХУЕЛИ ТАМ В КРАЙ УЖЕ?
",1.0
"И такое чудовище либерташки хотят видеть президентом России?
",1.0
"Мы в те годы сбрасывали отработанные ступени-носители в безлюдные районы Северного Урала , - сообщил Соргин. Это как?! Типа вышел в подъезд, открыл мусорный люк для мусора и выбросил ступень ракеты? Чтобы скинуть ступень ракеты нужно рядом (50-100 км) космодром иметь как минимум, но расстояние от ближайшего космодрома на Байконуре до Дятлова 3000 км
",0.0
"Хм, спасибо за наводку.
",0.0
"Это домыслы маневрового левака с реддит и они совпадают с заголовком т.к. как не требуют ничего другого кроме referring to her as male
",0.0
"один из подозреваемых насиловал подругу в извращенной форме. В жеппу шоли?)
",1.0
"Блять какой же жырный сука старый! Сороковник ему небось...
",1.0
"А челик от NASA вот говорит, что НЕ МОГУТ: Для любителей отечественного есть Леонов, который всю жизнь отстаивал, что американцы на Луне были, с таким же заявлением,:
",0.0
"вражеский снайпер убил медика-трансплантолога 24-ой бригады нихуя , у хохлов даже штатный специалист по хирургическим отходам что-ле имеется в каждой бригаде? не удивлюсь, если его свои же и завалили, кому охота, чтоб его ливер потрошили после смерти для отправки европейским панам за большие бабки
",1.0
"Я вообще мимопроходил, но аватарок и вниманиеблядей надо щемить и гнать на форумы с кармочкой.
",1.0
"Говорящие лошади на месте?
",1.0
"какое уёбищное выражение, блядь. ну и -- вот это называется не спалитбся ? нихуя себе пытаясь не спалиться
",1.0
"Двачные дурачки под свободой слово понимают свободу испаржняться ртом и тралить быдл . На то они и двачные дурачки, собственно.
",1.0
"Есть у кого инфа о том, что сабж употребляет ? На счет пиваса и машки понятно, данных уже предостаточно. А как на счет чего-то более серьезного? Что знаю сам: На одном из стримов он, якобы в шутку, говорил о покупке спидов вместе с Лаской. Почему якобы? Потому что сразу после сказанного добавил, что это шутка. Что как бы намекает на то что это нихуя не шутка, и чувак слишком расслабился, перестал следить за словами. Хотя, по сути, ему особо и не нужно за ними следить, любые его факапы будут оправдывать постиронией. Так же ходят слухи о кокосе. Но откуда они пошли, хуй знает. Думаю, его лютый спад активности связан именно со злоупотреблением веществ. Взгляните на старые видосы, насколько же более энергичным и живым он был раньше. Слишком большой контраст.
",0.0
"орет с дегенератов постит Сартра Самокритично
",1.0
"Верни скрывалку, обезьяна!!!
",1.0
"Вот уж кого не жалко, так это спасибоевного хуесоса, созданного в рамках пиара путина вместе со всеми другими кликбейтными говновидосами типа путин облапал тысячу сисек .
",1.0
"Лол, пидораха обязательно пририсовывает триколор к свинье, чтобы никто не дай бог не подумал, что это украинец.
",1.0
"Это все клевета, но даже если не клевета, то Гуру делает это все лулзовее и экспрессивнее других, поэтому все равно велик
",0.0
"Бля, я перданул и обосрал шорты.
",1.0
"нам При чем твой Барнаул к хохлам?
",1.0
"идея хорошая, но никто так делать не будет хохлы
",1.0
"А Его Свинейшество побрезговал: ручку-то отряхнул. И потом ещё об штанину вытер.
",1.0
"Пиздец, эта хуйня заебала, так что подпишусь.
",1.0
"Назови мне страну, которая никого не убила за всю историю, хуйло. Башкиркостан
",1.0
"Нахуй иди, я тебе весь тред что ли читать буду? Пидор, бешбармак тебе в хычин!
",1.0
"та шо там хаварить, скатился пожилая скумбрия. маска все чаще слетает. раньше был нормальным а сейчас стал натуралом. ой то есть хеем.
",1.0
"Полон тред хохлят и окатышей Леши Пынькина. А теперь давайте хором ХРЯ ПИДАРАХА ЛАХТАДЫРКА ОЛЬКА ПЛЮС-ПЯТНАЦАТЬ ХРЮ ХРЮ ХВИИИИИИИИИ
",1.0
"Ролики - кал с убогой актерской игрой, стримы - заебись.
",1.0
"Казимирка странный. Сдеанонили и похуй. Надо было за языком следить просто, не пиздеть про пьютина и подобные вещи. И бояться деанона не стоило бы. В итоге всё проебал. Книжки его говном будут. Никто не будет читать про Морровинд. Тем более уже все разобрали, например было несколько эфиров на zigafolk.fm. там с точки зрения концепций разобрали лор этой игры. Жаль что записи нет нигде. Казимирка, если ты читаешь этот пост, то задумайся на секунду. Лучше заработать 170 за месяц на патреоне, чем 0 за год написания книги.
",0.0
"Ну так пустое здание (!!!) и два китайца - это и есть весь офис Трансформатора Только пруфов не завезли.
",0.0
"Скотопоносным скрепоублюдкам опять неприятна, ахаха
",1.0
"Дима, если кому-то здесь и ссут в лицо, так это твоей мамаше-шлюхе.
",1.0
"Когда тред прощания с хохлами будет?
",1.0
"Вольнова же повесили на параше, ты про что?
",1.0
"Блядь Егор это 25 или сколько там летний геймер, которому писечка впервые перепала только недавно. Свершений нет, образования нет, популярен среди люмпенов и школьников. Почему он не учитывает экономический фактор. Действительно - почему?
",1.0
"Умысла на уничтожение чужого имущества у них не было. Опять таки спорно. Лично я считаю что понятие умысла надо убрать вообще, по дефолту считать что все что делается, делается умышлено. Оставить разве что аффектное состояние, потому что его можно определить в четких медицинских терминах, а не думал не думал.
",0.0
"Прекрасный пример того, как успех и деньги лишают креатива.
",0.0
"Этот расеянин уплатит за всё. Проблема не выбить дерьма из макак, а получить прибыль. С абхазии никаких профитов, с сирии тоже, с драмнбаса тоже. Говна выбили и путин хуй забил посадив на гум иглу.
",1.0
"Ну окей, парламент пусть будет, но как пыня будет влиять на ту кучу долбоебов в парламенте если он будет всего лишь одним из членов оного?
",1.0
"Фейк это всё. И уже уходящая мода. Как когда-то была волна хиппи. Мейнстримом всегда было и будет традиционное общество.
",0.0
"Что ты этим болдом хотел сказать, дебил?
",1.0
"Если пользователь нарушает правила, его нужно банить. Если модератор легитимный тред с обычной нейтральной шапкой превращает в флейм-тред, его нужно лишать модераторских полномочий.
",0.0
"нах разговаривать публично со своим же агентом????
",1.0
"Собаки ебаные твари нахуй они нужны где отлов бродячих псов
",1.0
"Это ШВЯТАЯ лужа, русня ебучая! И грязь в ней лечебная. Знаменитые Канзасские источники.
",1.0
"В путин - крошка цахес, мелкий клоп, вонючка ленградская. Он мне не государь и не царь. Я терплю его сущствование только благодаря насилию государства. А так для меня, убежденного сторонника республики, этот прохиндей никто. просто мерзавец, подлец и мелкий хуебес. ты же можешь вылизываьб яйки своему хозяину сколько хочешь. Холоп, лакей и хам. Вот кто ты, лахтопидар на самом деле.
",1.0
"Просто модер такой же куколд
",1.0
"Если бы сьемки сделали полгода назад, то и опубликовали бы полгода назад. Логично.
",0.0
"Пиздешь подпиндоссной либерасни. Благодаря полезным санкциям, Россия вырвалась в лидеры в сфере высокотехнологичного производства.
",1.0
"Зачем эти продажные, жирнолысые хуемрази, когда есть такая фапабельная милфочка? Будет лучший президент за всю историю.
",1.0
"Меня так умиляет, как в его паблике называют своих подписчков - чидакеры . Маленькие милые чидакеры.
",1.0
"ОП хуй такой неравнодушный, что это становится подозрительно. Что, чмош, уже стал объектом травли? Так нехуй было своим ебалом светить на весь харкач. В стародавние времена это называлось деанон, и многие сознательно скрывали свои данные в беседах или замыливали фотки, на которых засветились. Мода сорить фактами из своей личной жизн пошла из социалок, уверен на все сто процентов. Так что страдай, уёбина, или пиздуй нахой отсюдова в свои быдлоглазники или откуда ты там выползло.
",1.0
"Кстати, тупая шутка про коран Кому как. Мне зашла соседка за солью, товарищ майор , хоть и подача была быдловата.
",1.0
"Кукарек кукарек Как я понимаю, по делу сказать нечего?)
",1.0
"Петро Пидорошенко уже выступил со срочным заявлением, что это москали взорвали, чтобы его главсвином пидорашки не выбрали?
",1.0
"А почему его так хейтят? Объясните, может я просто тупой.
",1.0
"Естественный отбор в действии. Очередной рыцарь отправился по реке Рейн на вечные игры.
",1.0
"РРЯЯЯЯ, КУБАНОИДЫ НЕ РУССКИЕ, НАХУЙ ВЫ НУЖНЫ КАК ЭТО ОТДЕЛЯТЬСЯ, ЭТО ЖЕ ИСКОННО РУССКИЕ ЗЕМЛИ, ВЫХОД К ЧЕРНОМУ МОРЮ, ПЕТР ПЕРВЫЙ, РОССИЮШКА, ИМПЕРИЯ!
",1.0
"чаю. Давно заметил, вот эта вся петушиная хуета с запретить!!11 обычно исходит либо от малолетних даунов, либо вообще от даунов, которые мир видят либо белым, либо черным.
",1.0
"Я вообще иногда удивляюсь, как наши родители выросли в то жуткое и ужасное время и вообще завели детей.
",0.0
"Сдохла тварь да и хуй с ней. На её руках кровь русских людей.
",1.0
"Да похуй вообще. У хохлов видел что?
",1.0
"Гуру будет презиком Почему будет ? Он и так ещё тот гондон.
",1.0
"Этим писюном переебали столько тян, сколько ты за 10 жизней не переебёшь.
",1.0
"Это типичный белый мужчина. Запомни, чурки Кавказа это однорасцы с хохлами и русскими. Ориентация у них тоже пидорашкинская.
",1.0
"Вот так власть борется с настоящим инакомыслием.
",0.0
"Пиздец дёшево все равно. 1000 рублей час за симпатичную и чистую оксанку. В России хохлухи только за отсос от 500 рублей берут, да и то - крокодилы на трассе.
",1.0
"Ты просто шизик. Скройся.
",1.0
"Сука, как же я обосрался с этого шерлока, до слёз блять
",1.0
"Почему в спидорашке так много красножопых? У русни как и у латиносов какое-то странное влечение к грязным штанам и сапогу в жопе.
",1.0
"Если что-то выглядит как лахта, гавкает как лахта и дергает себе анус как лахта, зачем искать под кроватью шизиков, это по факту лахта и есть.
",1.0
"Проверим Ватоадмина хамство Чек, постоянно перебивает гостей стримов чсв Чек, просто в каждой бочке затычка любовь ходить в гости без приглашения Наверняка любит, но из-за вежливости не ходит. ватность в терминальной стадии Ну тут и говорить не о чем. Всё сходится.
",1.0
"А вот и шизики из зогача протекли
",1.0
"Тито на них нет! Усташей, албанцев - косоваров, босняков - ублюдков, они не судят, курвы!
",1.0
"Какие же хохлы незалежные дегенераты, пиздец просто.
",1.0
"САМ ЖЕ НАНЯЛ САМ ЖЕ ПОЖАЛОВАЛСЯ СМОТРИТЕ, Я НЕ ПОЛИТИЧЕСКИЙ ПЕДОФИЛ! ТЕПЕРЬ ВЫ ВИДИТЕ?! ВИДИТЕ?!?!
",1.0
"И добавлю, что важно понимать отличие монополии от абсолютной монополии , ибо последняя крайне мало вероятна в природе, как и абсолютная конкуренция которая вообще по своей сути представляет коммунизм в чистом виде .
",0.0
"С начала года свыше 40 тысяч россиян объявили себя самозанятыми, однако вскоре столкнулись с блокировками своих счетов со стороны банков, которые запрещают физическим лицам использовать личные счета для ведения бизнеса. Об этом пишет портал Banki.Ru. По словам налоговых экспертов, кредитные организации не всегда знают, как квалифицировать деятельность самозанятых. Они получают доход на свои личные карты, хотя использование счета физлица для предпринимательской деятельности обычно прямо запрещается в договоре обслуживания. В итоге самозанятые россияне столкнулись с блокировками счетов. Человек открыл счет, и в итоге ему счет заблокировали и карту тоже. При этом ему не могут открыть счет как индивидуальному предпринимателю (ИП), потому что для этого необходимо предоставить свидетельство о регистрации в качестве ИП. А самозанятый в ЕГРИП Единый государственный реестр индивидуальных предпринимателей не регистрируется, там уведомительный порядок , - рассказал глава комитета по налогам московского отделения Опоры России Сергей Зеленов. По его словам, с такими сложностями недавно столкнулся клиент Сбербанка из Рязани. Еще один бизнесмен из Красноярска рассказал, что его личные счета оказались заблокированы из-за подозрений в нарушении антиотмывочного законодательства. В судебном споре со Сбербанком он пытается доказать, что переводил деньги на свои карты из-за специфики бизнеса. Вчитавшись в условия обслуживания счетов физлиц, мужчина обнаружил странное противоречие: самозанятый гражданин может принимать деньги от физических и юридических лиц на счет физического лица, используя его в предпринимательских целях, что прямо запрещено законодательством. Согласно определению Минюста, самозанятые граждане ведут предпринимательскую деятельность на личном участии . Они не зарегистрированы в качестве ИП, но сообщили о своем бизнесе в налоговую службу. При этом в федеральном законе не указано, что операции самозанятых являются предпринимательской деятельностью, в отличие от индивидуальных предпринимателей. В то же время множественные переводы от других физлиц или компаний, характерные для самозанятых, могут настораживать руководство банков, а тарифы на обслуживание для физлиц ниже, чем для предпринимателей. По данным Федеральной налоговой службы (ФНС), к середине марта число самозанятых в России превысило 40 тысяч человек. Глава ведомства Михаил Мишустин связал успех с появлением налога на профессиональный доход. С 2019 года россияне, работающие на себя, могут перейти на новый режим налогообложения при соблюдении ряда условий. Среди них, например, доход до 2,4 млн рублей в год и ведение деятельности в четырех экспериментальных регионах. Этот налоговый режим могут выбрать и индивидуальные предприниматели, которые, впрочем, должны будут по-прежнему проводить операции по счетам, открытым для ИП. Новый сбор можно уплачивать с помощью специального мобильного приложения Мой налог . В пресс-службе ФНС пояснили, что по закону самозанятые не обязаны уведомлять банк о своем статусе и не ограничены в том, как получать доход: наличными, переводами на счет или на карты. Юристы отмечают, что под контроль банков не попадают операции на сумму выше 2,4 миллиона рублей в год, или 200 тысяч рублей в месяц, однако в дальнейшем ситуация может измениться. По словам экспертов, кредитные организации формально не требуют от самозанятых сообщать о своей деятельности, но советуют сделать это, чтобы снять риски, связанные с непроведением операций по счету клиента. Для этого физическому лицу стоит направить в банк уведомление о работе со счетом в режиме самозанятого. Кроме того, банки могут в любой момент потребовать у клиента объяснить характер финансовых операций в рамках 115-ФЗ. Если самозанятый не сообщил в кредитную организацию о своем статусе, банк не узнает, для каких целей будет в дальнейшем использоваться счет, и нетипичные операции сразу вызовут подозрение, что может стать основанием для блокировки транзакций, дистанционных сервисов, карт и счетов. В дальнейшем клиенту может грозить расторжение договора о банковском обслуживании и занесение в черный список. Представители Альфа-банка , Тинькофф банка , Совкомбанка и Росбанка заявляют, что риск блокировок невелик, а российское законодательство распространяется на всех клиентов, в том числе на самозанятых. Альфа-банк и Тинькофф банк уже внесли в свои договоры изменения, согласно которым операции клиентов, связанные с осуществлением предпринимательской деятельности с применением налога на профессиональный доход, разрешены как для физических лиц, так и для индивидуальных предпринимателей. Однако для подстраховки специалисты советуют открыть отдельный счет, на который будут поступать только доходы, связанные с бизнесом: все поступления на выбранную карту будут учтены как средства от профессиональной деятельности и на основании этой суммы будет рассчитан налог. Не исключено, что в дальнейшем старые договоры обслуживания перезаключаться не будут, а новым клиентам - самозанятым предложат усовершенствованные соглашения. Напомним, закон о налоге на самозанятых был подписан в ноябре прошлого года. Под самозанятыми понимаются граждане, не имеющие работодателя и наемных работников, но предоставляющие услуги или создающие некий продукт, доход от которых составляет не более 2,4 миллиона рублей в год, то есть не более 200 тысяч рублей в месяц. Закон вступил в силу с 1 января 2019 года в Москве, Подмосковье, Калужской области и Татарстане. Если эксперимент пройдет успешно, его распространят на всю Россию. Эксперимент продлится до 2029 года. Закон предполагает, что работающие на себя граждане будут платить налог в 4 от дохода. Если же заказчиками самозанятого выступают юрлица или индивидуальные предприниматели, то ставка налога составит 6 . С нарушителей нового налогового режима в первый раз будет взыскиваться штраф в размере 20 от суммы, на которую не был выставлен чек (но не менее 1000 рублей). В случае рецидива будет отниматься 100 дохода, который не был официально учтен. При этом штрафовать будут только зарегистрированных самозанятых граждан. Ряд исключений, прописанных в законе, не дадут перейти на новый налоговый режим лицам, торгующим подакцизными товарами и товарами, подлежащими обязательной маркировке. Не подпадают под закон также лица, осуществляющие перепродажу товаров, имущественных прав , а также те, кто занимается добычей или продажей полезных ископаемых. Кроме того, на эксперимент не смогут перейти арбитражные управляющие, медиаторы, оценщики, нотариусы и адвокаты частной практики. Участники эксперимента освобождаются от уплаты налога на доходы физических лиц (НДФЛ) в отношении доходов, полученных от профессиональной деятельности. Также они не уплачивают НДС, за исключением ситуации при ввозе товаров на территорию РФ. Ожидается, что 63 от введенного налога будет направлено в региональные бюджеты, оставшиеся 37 - в бюджет Федерального фонда ОМС. Налоговый режим для самозанятых может распространиться по всей России не ранее 2020 года. К тому времени особый режим налогообложения обретет статус отдельной статьи в Налоговом кодексе и уже не будет считаться экспериментом. Согласно Налоговому кодексу, к услугам самозанятых относятся, например, уход за детьми, уборка, ремонт одежды, репетиторство, парикмахерские услуги, педикюр и маникюр на дому, проведение экскурсий. По оценкам Минтруда, в России 12 млн самозанятых, эксперты называют цифру в 20 млн. Подробнее:
",0.0
